rainfall_24h_mm,rainfall_7d_mm,slope_deg,landslide
29.99,134.35,32.68,0
61.6,142.05,13.89,1
12.9,174.13,23.03,0
62.48,336.23,32.98,1
33.41,49.2,21.77,0
51.33,267.75,30.77,1
14.03,179.5,18.63,0
64.23,313.56,44.58,1
81.12,305.61,20.73,1
220.0,367.04,20.98,1
48.87,211.95,21.22,1
79.13,201.83,22.65,1
17.24,272.63,9.59,1
96.37,168.34,12.15,1
10.57,132.3,38.44,0
122.79,304.92,35.47,1
45.32,239.62,34.2,1
